author,mappedGenes,traitName
Jansen IE,LINC00550,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 2)
Jansen IE,SNX29,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 2)
Jansen IE,"KCNG4,ADAD2",Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 2)
Jansen IE,EFCAB3,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 2)
Jansen IE,ZNF558,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 2)
Jansen IE,"SIGLEC22P,CD33",Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 2)
Jansen IE,QKI,Rapidly progressive Alzheimer's disease (clinical) (case-control set 3)
Jansen IE,"PAK1,CLNS1A",Rapidly progressive Alzheimer's disease (clinical) (case-control set 3)
Jansen IE,"GPATCH2L,ESRRB",Rapidly progressive Alzheimer's disease (clinical) (case-control set 3)
Jansen IE,KRBOX5,Rapidly progressive Alzheimer's disease (clinical) (case-control set 3)
Jansen IE,"CLDN17,GRIK1",Rapidly progressive Alzheimer's disease (clinical) (case-control set 3)
Jansen IE,"RRAGC,HSPA5P1",Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,VAV3-AS1,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,"NDUFA10,LINC02991",Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,CADPS,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,SAMMSON,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,MECOM,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,LINC01994,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,ZBTB16,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,VDAC1P12,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,LINC00550,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,SNX29,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,"KCNG4,ADAD2",Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,AKAP1,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,EFCAB3,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,ZNF558,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,"CLDN17,GRIK1",Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,"VN1R9P,CECR7",Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 3)
Jansen IE,CCT3,Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 1)
Jansen IE,"NIHCOLE,NUDT12",Rapidly progressive Alzheimer's disease (typical) (case-control set 1)
Jansen IE,MTMR14,Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 1)
Jansen IE,"NDUFA10,LINC02991",Rapidly progressive Alzheimer's disease (clinical) (case-control set 1)
Jansen IE,"RNU6-699P,RNU1-63P",Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 1)
Jansen IE,"LINC02103,PURPL",Rapidly progressive Alzheimer's disease (clinical) (case-control set 1)
Jansen IE,TMEM132C,Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 1)
Jansen IE,"ZNF101P1,U3",Rapidly progressive Alzheimer's disease (clinical) (case-control set 1)
Jansen IE,"MTMR2,RPL32P25",Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 1)
Jansen IE,"BICD1-AS1,RESF1",Rapidly progressive Alzheimer's disease (clinical) (case-control set 1)
Jansen IE,RAB31,Rapidly progressive Alzheimer's disease (pathologically-confirmed vs clinical) (case-control set 1)
Jansen IE,"CST2P1,CST4",Rapidly progressive Alzheimer's disease (clinical) (case-control set 1)
Jansen IE,"ARFGEF3,SMIM28",Rapidly progressive Alzheimer's disease (typical) (case-control set 1)
Jansen IE,"CYP4F44P,HSPA8P13",Rapidly progressive Alzheimer's disease (typical) (case-control set 1)
Jansen IE,DEPTOR,Rapidly progressive Alzheimer's disease (typical) (case-control set 1)
Jansen IE,"SLC46A2,MUPP",Rapidly progressive Alzheimer's disease (typical) (case-control set 1)
Jansen IE,"LINC00708,PRPF38AP1",Rapidly progressive Alzheimer's disease (typical) (case-control set 1)
Jansen IE,SCN8A,Rapidly progressive Alzheimer's disease (typical) (case-control set 1)
Jansen IE,LCP1,Rapidly progressive Alzheimer's disease (typical) (case-control set 1)
Jansen IE,"RNA5SP178,FBXL7",Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,CACNA1E,Rapidly progressive Alzheimer's disease (typical) (case-control set 1)
Jansen IE,ZBTB16,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,LINC00550,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,SNX29,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,"KCNG4,ADAD2",Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,"TLL1,LINC01179",Rapidly progressive Alzheimer's disease (typical) (case-control set 1)
Jansen IE,"LINC01682,HMGB1P26",Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 1)
Jansen IE,"NDUFA10,LINC02991",Rapidly progressive Alzheimer's disease (clinical) (case-control set 1)
Jansen IE,"FLNB,PPIAP16",Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 1)
Jansen IE,MECOM,Rapidly progressive Alzheimer's disease (clinical) (case-control set 1)
Jansen IE,"RNU6-943P,OR10A6",Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 1)
Jansen IE,"LINC02834,RNU2-36P",Rapidly progressive Alzheimer's disease (clinical) (case-control set 1)
Jansen IE,COP1,Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 1)
Jansen IE,"PAK1,CLNS1A",Rapidly progressive Alzheimer's disease (clinical) (case-control set 1)
Jansen IE,SYT16,Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 1)
Jansen IE,SNAPC2,Rapidly progressive Alzheimer's disease (clinical) (case-control set 1)
Jansen IE,CELSR1,Rapidly progressive Alzheimer's disease (pathologically-confirmed vs clinical) (case-control set 1)
Jansen IE,"CLDN17,GRIK1",Rapidly progressive Alzheimer's disease (clinical) (case-control set 1)
Jansen IE,VAV3-AS1,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,"NDUFA10,LINC02991",Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,CADPS,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,SAMMSON,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,MECOM,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,LINC01994,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,APOE,Rapidly progressive Alzheimer's disease (typical) (case-control set 1)
Jansen IE,"PAK1,CLNS1A",Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,NELFA,Rapidly progressive Alzheimer's disease (typical) (case-control set 1)
Jansen IE,ZFYVE28,Rapidly progressive Alzheimer's disease (typical) (case-control set 1)
Jansen IE,"LINC02360,HS3ST1",Rapidly progressive Alzheimer's disease (typical) (case-control set 1)
Jansen IE,"JADRR,LINC02615",Rapidly progressive Alzheimer's disease (typical) (case-control set 1)
Jansen IE,AKAP1,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,EFCAB3,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,ZNF558,Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,"SIGLEC22P,CD33",Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,"CLDN17,GRIK1",Rapidly progressive Alzheimer's disease (clinical vs typical) (case-control set 1)
Jansen IE,"SATB2-AS1,LINC01877",Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 2)
Jansen IE,"LINC02822,LINC02392",Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 2)
Jansen IE,UNC13A,Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 2)
Jansen IE,"APOE,APOC1",Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 2)
Jansen IE,TMEM184B,Rapidly progressive Alzheimer's disease (pathologically-confirmed) (case-control set 2)
Jansen IE,COP1,Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 2)
Jansen IE,"LINC01121,SRBD1",Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 2)
Jansen IE,SRBD1,Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 2)
Jansen IE,SUSD5,Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 2)
Jansen IE,"RN7SKP277,CYCSP19",Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 2)
Jansen IE,"UNC13A,MAP1S",Rapidly progressive Alzheimer's disease (pathologically-confirmed vs typical) (case-control set 2)
Jansen IE,LINC01647,Rapidly progressive Alzheimer's disease (typical) (case-control set 2)
Jansen IE,CACNA1E,Rapidly progressive Alzheimer's disease (typical) (case-control set 2)
Jansen IE,"JADRR,LINC02615",Rapidly progressive Alzheimer's disease (typical) (case-control set 2)
Jansen IE,"TLL1,LINC01179",Rapidly progressive Alzheimer's disease (typical) (case-control set 2)
Jansen IE,"TTC33,RNU1-150P",Rapidly progressive Alzheimer's disease (typical) (case-control set 2)
Jansen IE,"NIHCOLE,NUDT12",Rapidly progressive Alzheimer's disease (typical) (case-control set 2)
Jansen IE,MIR548A1HG,Rapidly progressive Alzheimer's disease (typical) (case-control set 2)
Jansen IE,DEPTOR,Rapidly progressive Alzheimer's disease (typical) (case-control set 2)
Jansen IE,"LINC00708,PRPF38AP1",Rapidly progressive Alzheimer's disease (typical) (case-control set 2)
Jansen IE,"PFDN1,HBEGF",Alzheimer's disease
Jansen IE,"ECHDC3,USP6NL-AS1",Alzheimer's disease
Jansen IE,"TSPOAP1-AS1,MIR142HG",Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,"APOE,APOC1",Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,NECTIN2,Alzheimer's disease
Jansen IE,"ECHDC3,USP6NL-AS1",Alzheimer's disease
Jansen IE,NFIC,Alzheimer's disease (APOE e4 interaction)
Jansen IE,"PFDN1,HBEGF",Alzheimer's disease in APOE e4- carriers
Jun GR,"USP6NL-AS1,ECHDC3",Alzheimer's disease in APOE e4- carriers
Jun GR,"TSPOAP1-AS1,MIR142HG",Alzheimer's disease in APOE e4- carriers
Jun GR,FBXL7,Alzheimer's disease (late onset)
Jun GR,CACNA2D3,Alzheimer's disease (late onset)
Jun GR,TOMM40,Alzheimer's disease (late onset)
Jun GR,KLF16,Alzheimer's disease
Jun GR,SIGLEC11,Alzheimer's disease
Jun GR,"LILRB2,RNU6-1307P",Alzheimer's disease
Jun GR,RBCK1,Alzheimer's disease
Jun GR,CASS4,Alzheimer's disease
Jun GR,SLC2A4RG,Alzheimer's disease
Jun GR,APP,Alzheimer's disease
Jun GR,"ADAMTS1,CYYR1",Alzheimer's disease
Jun GR,"DEDD,UFC1",Alzheimer's disease
Jun GR,"QKILA,SETD7",Alzheimer's disease
Jun GR,NDUFAF6,Alzheimer's disease
Jun GR,ATP8B4,Alzheimer's disease
Jun GR,"TNFSF12-TNFSF13,TNFSF13",Alzheimer's disease
Jun GR,ARHGAP45,Alzheimer's disease
Jun GR,SLC24A4,Alzheimer's disease
Jun GR,"IGHG1,IGHG3",Alzheimer's disease
Jun GR,"IGHV3-65,IGHV3-64",Alzheimer's disease
Jun GR,"RN7SL354P,SPPL2A",Alzheimer's disease
Jun GR,MINDY2-DT,Alzheimer's disease
Jun GR,APH1B,Alzheimer's disease
Jun GR,SNX1,Alzheimer's disease
Jun GR,CTSH,Alzheimer's disease
Jun GR,DOC2A,Alzheimer's disease
Jun GR,BCKDK,Alzheimer's disease
Jun GR,IL34,Alzheimer's disease
Jun GR,"MAF,RNA5SP431",Alzheimer's disease
Jun GR,PLCG2,Alzheimer's disease
Jun GR,FAM157C,Alzheimer's disease
Jun GR,WDR81,Alzheimer's disease
Jun GR,"SCIMP,ZNF594-DT",Alzheimer's disease
Jun GR,MYO15A,Alzheimer's disease
Jun GR,GRN,Alzheimer's disease
Jun GR,WNT3,Alzheimer's disease
Jun GR,ABI3,Alzheimer's disease
Jun GR,TSPOAP1-AS1,Alzheimer's disease
Jun GR,"CYB561,PPIAP55",Alzheimer's disease
Jun GR,ABCA7,Alzheimer's disease
Jun GR,PLCG2,Alzheimer's disease
Jun GR,"FENDRR,LINC00917",Alzheimer's disease
Jun GR,NCK2,Alzheimer's disease
Jun GR,"NIFKP9,BIN1",Alzheimer's disease
Jun GR,WDR12,Alzheimer's disease
Jun GR,INPP5D,Alzheimer's disease
Jun GR,PTK2B,Alzheimer's disease
Jun GR,CLU,Alzheimer's disease
Jun GR,RHOH,Alzheimer's disease
Jun GR,ABCA1,Alzheimer's disease
Jun GR,"ECHDC3,USP6NL-AS1",Alzheimer's disease
Jun GR,"ANK3,LINC01553",Alzheimer's disease
Jun GR,"HLA-DQA1,HLA-DRB1",Alzheimer's disease
Jun GR,BLNK,Alzheimer's disease
Jun GR,TREM2,Alzheimer's disease
Jun GR,TREM2,Alzheimer's disease
Jun GR,"TREML2,TREM2",Alzheimer's disease
Jun GR,CD2AP,Alzheimer's disease
Jun GR,"HS3ST5,HDAC2-AS2",Alzheimer's disease
Jun GR,UMAD1,Alzheimer's disease
Jun GR,SORL1,Alzheimer's disease
Jun GR,TPCN1,Alzheimer's disease
Jun GR,FERMT2,Alzheimer's disease
Jun GR,SLC24A4,Alzheimer's disease
Jun GR,MME,Alzheimer's disease
Jun GR,MME,Alzheimer's disease
Jun GR,IDUA,Alzheimer's disease
Jun GR,"MIR572,LINC02498",Alzheimer's disease
Jun GR,SHARPIN,Alzheimer's disease
Jun GR,ANKH,Alzheimer's disease
Jun GR,"MIR4280HG,LINC02059",Alzheimer's disease
Jun GR,TNIP1,Alzheimer's disease
Jun GR,RASGEF1C,Alzheimer's disease
Jun GR,TSPAN14,Alzheimer's disease
Jun GR,"UNC5CL,OARD1",Alzheimer's disease
Jun GR,PLEKHA1,Alzheimer's disease
Jun GR,SPI1,Alzheimer's disease
Jun GR,MS4A4A,Alzheimer's disease
Jun GR,"RNU6-560P,LINC02695",Alzheimer's disease
Jun GR,SORL1,Alzheimer's disease
Jun GR,JAZF1,Alzheimer's disease
Jun GR,"NME8,GPR141",Alzheimer's disease
Jun GR,"EGFR,SEC61G-DT",Alzheimer's disease
Jun GR,"YWHAQ,ADAM17",Alzheimer's disease
Jun GR,PRKD3,Alzheimer's disease
Jun GR,SORT1,Alzheimer's disease
Jun GR,"CR1,CR1-AS1",Alzheimer's disease
Jun GR,PMS2P1,Alzheimer's disease
Jun GR,EPHA1-AS1,Alzheimer's disease
Jun GR,CTSB,Alzheimer's disease
Jun GR,ICA1,Alzheimer's disease
Jun GR,TMEM106B,Alzheimer's disease
Jun GR,"HSPG2,CELA3B",Alzheimer's disease (MTAG)
Jun GR,CR1,Alzheimer's disease (MTAG)
Jun GR,"BIN1,NIFKP9",Alzheimer's disease (MTAG)
Jun GR,PILRA,Alzheimer's disease (MTAG)
Jun GR,CLU,Alzheimer's disease (MTAG)
Jun GR,PLEC,Alzheimer's disease (MTAG)
Jun GR,MS4A4A,Alzheimer's disease (MTAG)
Jun GR,"LINC02695,RNU6-560P",Alzheimer's disease (MTAG)
Jun GR,CEACAM20,Alzheimer's disease (MTAG)
Jun GR,CEACAM22P,Alzheimer's disease (MTAG)
Jun GR,"PVR,CEACAM16-AS1",Alzheimer's disease (MTAG)
Jun GR,"CEACAM19,PVR,CEACAM16-AS1",Alzheimer's disease (MTAG)
Jun GR,CEACAM16-AS1,Alzheimer's disease (MTAG)
Jun GR,CEACAM16-AS1,Alzheimer's disease (MTAG)
Jun GR,"CEACAM16-AS1,BCL3",Alzheimer's disease (MTAG)
Jun GR,BCL3,Alzheimer's disease (MTAG)
Jun GR,BCAM,Alzheimer's disease (MTAG)
Jun GR,BCAM,Alzheimer's disease (MTAG)
Jun GR,"BCAM,NECTIN2",Alzheimer's disease (MTAG)
Jun GR,"BCAM,NECTIN2",Alzheimer's disease (MTAG)
Jun GR,"NECTIN2,BCAM",Alzheimer's disease (MTAG)
Jun GR,NECTIN2,Alzheimer's disease (MTAG)
Jun GR,NECTIN2,Alzheimer's disease (MTAG)
Jun GR,NECTIN2,Alzheimer's disease (MTAG)
Jun GR,NECTIN2,Alzheimer's disease (MTAG)
Jun GR,NECTIN2,Alzheimer's disease (MTAG)
Jun GR,NECTIN2,Alzheimer's disease (MTAG)
Jun GR,TOMM40,Alzheimer's disease (MTAG)
Jun GR,TOMM40,Alzheimer's disease (MTAG)
Jun GR,"APOE,APOC1",Alzheimer's disease (MTAG)
Jun GR,"APOC1,APOE",Alzheimer's disease (MTAG)
Jun GR,RELB,Alzheimer's disease (MTAG)
Jun GR,RELB,Alzheimer's disease (MTAG)
Jun GR,RELB,Alzheimer's disease (MTAG)
Jun GR,CLASRP,Alzheimer's disease (MTAG)
Jun GR,CLASRP,Alzheimer's disease (MTAG)
Jun GR,CLASRP,Alzheimer's disease (MTAG)
Jun GR,GEMIN7-AS1,Alzheimer's disease (MTAG)
Jun GR,"MARK4,PPP1R37",Alzheimer's disease (MTAG)
Jun GR,"NKPD1,MARK4",Alzheimer's disease (MTAG)
Jun GR,"MARK4,BLOC1S3",Alzheimer's disease (MTAG)
Jun GR,"MARK4,BLOC1S3",Alzheimer's disease (MTAG)
Jun GR,"MARK4,EXOC3L2",Alzheimer's disease (MTAG)
Jun GR,BCAM,Alzheimer's disease (MTAG)
Jun GR,"BCAM,NECTIN2",Alzheimer's disease (MTAG)
Jun GR,"BCAM,NECTIN2",Alzheimer's disease (MTAG)
Jun GR,"NECTIN2,BCAM",Alzheimer's disease (MTAG)
Jun GR,"BCAM,NECTIN2",Alzheimer's disease (MTAG)
Jun GR,NECTIN2,Alzheimer's disease (MTAG)
Jun GR,NECTIN2,Alzheimer's disease (MTAG)
Jun GR,TOMM40,Alzheimer's disease (MTAG)
Jun GR,TOMM40,Alzheimer's disease (MTAG)
Jun GR,TOMM40,Alzheimer's disease (MTAG)
Jun GR,"APOE,APOC1",Alzheimer's disease (MTAG)
Jun GR,"APOE,APOC1",Alzheimer's disease (MTAG)
Jun GR,"APOE,APOC1",Alzheimer's disease (MTAG)
Jun GR,CLPTM1,Alzheimer's disease (MTAG)
Jun GR,RELB,Alzheimer's disease (MTAG)
Jun GR,CLASRP,Alzheimer's disease (MTAG)
Jun GR,GEMIN7-AS1,Alzheimer's disease (MTAG)
Jun GR,"MARK4,PPP1R37",Alzheimer's disease (MTAG)
Jun GR,"NKPD1,MARK4",Alzheimer's disease (MTAG)
Jun GR,"MARK4,BLOC1S3",Alzheimer's disease (MTAG)
Jun GR,"MARK4,BLOC1S3",Alzheimer's disease (MTAG)
Jun GR,"EXOC3L2,MARK4",Alzheimer's disease (MTAG)
Jun GR,CASS4,Alzheimer's disease (MTAG)
Jun GR,CR1,Alzheimer's disease (MTAG)
Jun GR,LINC01808,Alzheimer's disease (MTAG)
Jun GR,"LINC01808,CISD1P1",Alzheimer's disease (MTAG)
Jun GR,"BIN1,NIFKP9",Alzheimer's disease (MTAG)
Jun GR,NBEAL1,Alzheimer's disease (MTAG)
Jun GR,ULK4,Alzheimer's disease (MTAG)
Jun GR,"KRT18P16,LINC01170",Alzheimer's disease (MTAG)
Jun GR,PTK2B,Alzheimer's disease (MTAG)
Jun GR,CLU,Alzheimer's disease (MTAG)
Jun GR,SPI1,Alzheimer's disease (MTAG)
Jun GR,MS4A4A,Alzheimer's disease (MTAG)
Jun GR,PICALM,Alzheimer's disease (MTAG)
Jun GR,SORL1,Alzheimer's disease (MTAG)
Jun GR,ADAM10,Alzheimer's disease (MTAG)
Jun GR,APH1B,Alzheimer's disease (MTAG)
Jun GR,ZNF652-AS1,Alzheimer's disease (MTAG)
Jun GR,ACTN4,Alzheimer's disease (MTAG)
Jun GR,CEACAM20,Alzheimer's disease (MTAG)
Jun GR,CEACAM22P,Alzheimer's disease (MTAG)
Jun GR,"CEACAM16-AS1,PVR",Alzheimer's disease (MTAG)
Jun GR,"CEACAM19,PVR,CEACAM16-AS1",Alzheimer's disease (MTAG)
Jun GR,CEACAM16-AS1,Alzheimer's disease (MTAG)
Jun GR,"CEACAM16-AS1,BCL3",Alzheimer's disease (MTAG)
Jun GR,BCL3,Alzheimer's disease (MTAG)
Jun GR,CBLC,Alzheimer's disease (MTAG)
Jun GR,SLC38A1,Alzheimer's disease
Jun GR,APOE,Alzheimer's disease
Jun GR,MS4A4A,Late-onset Alzheimer's disease in high risk polygenic risk score
Jun GR,HLA-DQA1,Late-onset Alzheimer's disease in high risk polygenic risk score
Jun GR,"BIN1,NIFKP9",Alzheimer's disease in APOE e4- carriers
Jun GR,MGMT,Alzheimer's disease in APOE e4- carriers
Jun GR,"ABCA7,CNN2",Alzheimer's disease in APOE e4- carriers
Jun GR,"APOC1,APOE",Alzheimer's disease in APOE e4- carriers
Jun GR,"RPLP0P5,RPL7AP81",Alzheimer's disease
Jun GR,"SYNPR,SYNPR-AS1",Alzheimer's disease
Jun GR,BFSP2,Alzheimer's disease
Jun GR,LEF1-AS1,Alzheimer's disease
Jun GR,TENM2,Alzheimer's disease
Jun GR,SDK1,Alzheimer's disease
Jun GR,MIOS-DT,Alzheimer's disease
Jun GR,"LINC02838,GDI2P1",Alzheimer's disease
Jun GR,DENND3,Alzheimer's disease
Jun GR,MGMT,Alzheimer's disease
Jun GR,"Y_RNA,MIR378C",Alzheimer's disease
Jun GR,"CST6,CATSPER1",Alzheimer's disease
Jun GR,"MTMR2,RPL32P25",Alzheimer's disease
Jun GR,NTF3,Alzheimer's disease
Jun GR,PRICKLE1,Alzheimer's disease
Jun GR,"NOC4L,LINC02361",Alzheimer's disease
Jun GR,"SNORD27,IPPKP1",Alzheimer's disease
Jun GR,"DIO2,DIO2-AS1",Alzheimer's disease
Jun GR,"SEZ6L2,CDIPTOSP",Alzheimer's disease
Jun GR,NXN,Alzheimer's disease
Jun GR,MYO1C,Alzheimer's disease
Jun GR,"LINC00470,AIDAP3",Alzheimer's disease
Jun GR,ADAMTS4,Alzheimer's disease
Jun GR,CTSB,Alzheimer's disease
Jun GR,"YWHAQ,ADAM17",Alzheimer's disease
Jun GR,CLU,Alzheimer's disease
Jun GR,"NIFKP9,BIN1",Alzheimer's disease
Jun GR,ABCA1,Alzheimer's disease
Jun GR,INPP5D,Alzheimer's disease
Jun GR,"ANK3,LINC01553",Alzheimer's disease
Jun GR,TRANK1,Alzheimer's disease
Jun GR,BLNK,Alzheimer's disease
Jun GR,"LINC02498,MIR572",Alzheimer's disease
Jun GR,"RAPSN,PSMC3",Alzheimer's disease
Jun GR,"MIR4280HG,LINC02059",Alzheimer's disease
Jun GR,"LINC02695,RNU6-560P",Alzheimer's disease
Jun GR,RASGEF1C,Alzheimer's disease
Jun GR,"HLA-DQA1,HLA-DRB1",Alzheimer's disease
Jun GR,FERMT2,Alzheimer's disease
Jun GR,SLC24A4,Alzheimer's disease
Jun GR,"IGHEP1,IGHG1",Alzheimer's disease
Jun GR,"IGHV3-65,IGHV3-64",Alzheimer's disease
Jun GR,ICA1,Alzheimer's disease
Jun GR,APH1B,Alzheimer's disease
Jun GR,JAZF1,Alzheimer's disease
Jun GR,"SEC61G-DT,EGFR",Alzheimer's disease
Jun GR,DOC2A,Alzheimer's disease
Jun GR,EPHA1-AS1,Alzheimer's disease
Jun GR,"CR1,CR1-AS1",Alzheimer's disease
Jun GR,PTK2B,Alzheimer's disease
Jun GR,PRKD3,Alzheimer's disease
Jun GR,SPATC1,Alzheimer's disease
Jun GR,ICA1L,Alzheimer's disease
Jun GR,"ECHDC3,USP6NL-AS1",Alzheimer's disease
Jun GR,"VWA5B2,ABCF3",Alzheimer's disease
Jun GR,TSPAN14,Alzheimer's disease
Jun GR,"IDUA,SLC26A1",Alzheimer's disease
Jun GR,PLEKHA1,Alzheimer's disease
Jun GR,RHOH,Alzheimer's disease
Jun GR,MS4A6A,Alzheimer's disease
Jun GR,TNIP1,Alzheimer's disease
Jun GR,SORL1,Alzheimer's disease
Jun GR,TPCN1,Alzheimer's disease
Jun GR,TREML2,Alzheimer's disease
Jun GR,CD2AP,Alzheimer's disease
Jun GR,HDAC2-AS2,Alzheimer's disease
Jun GR,UMAD1,Alzheimer's disease
Jun GR,MINDY2-DT,Alzheimer's disease
Jun GR,TMEM106B,Alzheimer's disease
Jun GR,SNX1,Alzheimer's disease
Jun GR,CTSH,Alzheimer's disease
Jun GR,PMS2P1,Alzheimer's disease
Jun GR,PRSS36,Alzheimer's disease
Jun GR,"MAF,RNA5SP431",Alzheimer's disease
Jun GR,PLCG2,Alzheimer's disease
Jun GR,"FENDRR,LINC00917",Alzheimer's disease
Jun GR,FAM157C,Alzheimer's disease
Jun GR,ZNF594-DT,Alzheimer's disease
Jun GR,GRN,Alzheimer's disease
Jun GR,WNT3,Alzheimer's disease
Jun GR,TSPOAP1-AS1,Alzheimer's disease
Jun GR,ACE,Alzheimer's disease
Jun GR,ABCA7,Alzheimer's disease
Jun GR,REXO1,Alzheimer's disease
Jun GR,"APOC4,APOC4-APOC2",Alzheimer's disease
Jun GR,SIGLEC11,Alzheimer's disease
Jun GR,"LILRB2,RNU6-1307P",Alzheimer's disease
Jun GR,RBCK1,Alzheimer's disease
Jun GR,CASS4,Alzheimer's disease
Jun GR,SLC2A4RG,Alzheimer's disease
Jun GR,APP,Alzheimer's disease
Jun GR,"ADAMTS1,CYYR1",Alzheimer's disease
Jun GR,DAB1,Alzheimer's disease in APOE E4 homozygosity
Jun GR,APOE,Alzheimer's disease
Jun GR,"FAR2,CCDC91",Alzheimer's disease
Jun GR,"FAR2,CCDC91",Alzheimer's disease
Jun GR,APOE,Alzheimer's disease
Jun GR,"SNX7-DT,LINC01776",Alzheimer's disease
Jun GR,"Y_RNA,C1GALT1",Alzheimer's disease
Jun GR,"APOE,APOC1",Alzheimer disease (MTAG)
Jun GR,ZSCAN12,Alzheimer disease (MTAG)
Jun GR,PLCG2,Alzheimer's disease
Jun GR,"FENDRR,LINC00917",Alzheimer's disease
Jun GR,FAM157C,Alzheimer's disease
Jun GR,WDR81,Alzheimer's disease
Jun GR,"SCIMP,ZNF594-DT",Alzheimer's disease
Jun GR,MYO15A,Alzheimer's disease
Jun GR,GRN,Alzheimer's disease
Jun GR,WNT3,Alzheimer's disease
Jun GR,TSPOAP1-AS1,Alzheimer's disease
Jun GR,"CYB561,PPIAP55",Alzheimer's disease
Jun GR,ABI3,Alzheimer's disease
Jun GR,ABCA7,Alzheimer's disease
Jun GR,KLF16,Alzheimer's disease
Jun GR,SIGLEC11,Alzheimer's disease
Jun GR,"LILRB2,RNU6-1307P",Alzheimer's disease
Jun GR,RBCK1,Alzheimer's disease
Jun GR,CASS4,Alzheimer's disease
